text,label
 urgent mobile number awarded prize guaranteed call land line claim valid hrs,1
 guys go see movies side,0
 sorry meeting call later,0
 tell thinking plus going stop runs,0
 kindly send one flat lt decimal gt today,0
 sorry u unsubscribe yet mob offer package min term weeks pls resubmit request expiry reply themob help info,1
 nothing lor bit bored dun u go home early sleep today,0
 time tell friend around,0
 yes fine love safe,0
 thanks chikku gud nyt,0
 xy ur car u picking,0
 thanx time spent geva bin mint ur baby want u xxxx,0
 yo way could pick something tonight,0
 sent send,0
 fine simply sitting,0
 thts god gift birds humans hav natural gift frm god,0
 coming day class,0
 im done studyn library,0
 ok u enjoy ur shows,0
 anything,0
 wuld without baby thought alone mite break wanna go crazy everyboy needs lady xxxxxxxx,0
 wat dear sleeping ah,0
 hi test lt gt rd,0
 students solved cat question xam lt gt lt gt lt gt tell answer u r brilliant thing got answr,0
 yo know anyone lt gt otherwise able buy liquor guy flaked right get hold somebody loko night,0
 yup n fren lor meeting fren,0
 yeah got one lined us,0
 stop wondering wow ever going stop tm ing tm whenever want mine laughs,0
 lol yep yesterday already got fireplace another icon sitting,0
 hey booked pilates yoga lesson already haha,0
 ok happen behave like,0
 new message please call,1
 supervisor find one lor thk students havent ask yet tell u aft ask,0
 hello news job making wait fifth week yeah im woozles weasels exeter still home,0
 message responce happend,0
 currently message awaiting collection collect message call,1
 hey babe sorry get sooner gary come fix cause thinks knows go far ptbo says cost lt gt bucks know might cheaper find someone second hand machines right let know want babe,0
 make fucks sake x,0
 leave u always ignorant,0
 nope b going sch fri quite early lor cos mys sis got paper da morn,0
 bruce b downs amp fletcher,0
 said would woke,0
 hey free call,0
 tell whos pls,0
 urgent mobile awarded bonus caller prize final attempt contact u call,1
 think might give miss teaching til twelve lecture two damn working thing,0
 id check like bowls worth left,0
 yes many sweets,0
 would still cozy exhausted last night nobody went school work everything closed,0
 u secret admirer reveal thinks u r special call opt reply reveal stop per msg recd cust care,1
 buzzzz grins buzz ass buzz chest buzz cock keep phone vibrator feel shake,0
 sir send group mail check,0
 da intro covers energy trends n pros n cons brief description nuclear fusion n oso brief history iter n jet got abt n half pages,0
 none nowhere ikno doesdiscount shitinnit,0
 dont know jabo abi,0
 ever notice driving anyone going slower idiot everyone driving faster maniac,1
 yet ya sapna aunty manege day hogidhe chinnu full weak swalpa black agidhane,0
 good baby,0
 neft transaction reference number lt gt rs lt decimal gt credited beneficiary account lt gt lt time gt lt gt,0
 mostly sports type lyk footbl crckt,0
 head dey swell oh thanks making day,0
 u make fb list,0
 height confidence aeronautics professors wer calld amp wer askd sit aeroplane aftr sat wer told dat plane ws made students dey hurried plane bt didnt move said made students wont even start datz confidence,0
 sary need tim bollox hurt lot tol,0
 happy new year princess,0
 text carlos let know hang,0
 worry easy ingredients,0
 love u little pocy bell sorry love u,0
 ok omw castor,0
 yar lor keep raining non stop u wan go elsewhere,0
 xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd call optout qf,1
 u mean u almost done done wif sleeping tot u going take nap yup send liao picking ard smth lor,0
 wonders world th th ur style th ur smile th ur personality rd ur nature nd ur sms st ur lovely friendship good morning dear,0
 tonight yeah,0
 eat fo lunch senor,0
 said right giggle saw u would possibly first person die nvq think much could,0
 break time one come n get stuff fr,0
 reply win weekly professional sport tiger woods play send stop end service,1
 see see maybe reboot ym seen buzz,0
 still grinder,0
 polyphonic tone ur mob every week txt pt st tone free get txtin tell ur friends p tone reply hl info,1
 love decision feeling could decide love life would much simpler less magical,0
 hot live fantasies call p per min ntt ltd po box croydon cr wb national rate call,1
 k see k,0
 list buyers,0
 idea guess work hour supposed leave since usual nobody interest figuring shit last second,0
 mm entirely sure understood text hey ho weekend,0
 released vday shirts u put makes bottom half naked instead white underwear,0
 know watching film computer,0
 b thursday,0
 oh phone phoned disconnected,0
 id onluy matters getting offcampus,0
 message free welcome new improved sex dogging club unsubscribe service reply stop msgs p,1
 excellent see riley plans,0
 see half hour,0
 tkts euro cup final cash collect call b pobox ppm,1
 ew one,0
 also hi wesley,0
 ah see lingo let know wot earth finished making,0
 loan purpose homeowners tenants welcome previously refused still help call free text back help,1
 update mths half price orange line rental mins call mobileupd call optout j q,1
 imagine life without see fast u searching worry l always disturb u goodnoon,0
 hm good morning headache anyone,0
 yeah probs last night obviously catching speak soon,0
 free unlimited hardcore porn direct mobile txt porn get free access hrs chrgd p per day txt stop exit msg free,1
 might go sch yar e salon v boring,0
 lt gt mins stop somewhere first,0
 lt gt fast approaching wish u happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendship mother father teachers childrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas lt gt good mornings afternoons evenings nights rememberi first wishing u raj,0
 one joys lifeis waking daywith thoughts somewheresomeone cares enough tosend warm morning greeting,0
 get second half message,0
 wat time u wan meet later,0
 thank much selflessness love plenty,0
 film ill call later,0
 dare change ring,0
 bad girl lady,0
 love ya try budget money better babe gary would freak knew,0
 part initiate understand,0
 finished lunch already u wake already,0
 still game,0
 got tallent wasting,0
 record one night,0
 also sir sent email log usc payment portal send another message explain things back home great weekend,0
 gonna let know cos comes bak holiday day coming get text number,0
 jokin lar depends phone father get lor,0
 aight lemme know,0
 get ready lt gt inches pleasure,0
 raji pls favour pls convey birthday wishes nimya pls today birthday,0
 ok feel like john lennon,0
 cos darren say considering mah ask,0
 bothering trust answers pls,0
 wishing family merry x mas happy new year advance,0
 one day crab running sea shore waves came n cleared footprints crab crab asked frnd r u clearing beautiful footprints waves replied fox following ur footprints catch thats cleared frndsship never lets u dwn gud nyt,0
 aight time want come,0
 slaaaaave must summon time wish come anymore,0
 bill thats bad,0
 let know changes next hrs even appendix age range however impossible chill let know hrs,0
 hello yeah got bath need hair come done yeah,0
 weather,0
 ok much though h friday cant wait dunno wot hell im gonna another weeks become slob oh wait already done,0
 die e toot fringe,0
 lol know awesome phone could click delete right want,0
 ok,0
 awesome question cute answer someone asked boy ur life smiled amp answered fine gudnite,0
 please leave topic sorry telling,0
 pls send correct name da,0
 happened yo date,0
 eastenders tv quiz flower dot compare violet e tulip f lily txt e f chance win cash wkent p,1
 webpage available,0
 woke yeesh late fall asleep til lt gt,0
 unsubscribed services get tons sexy babes hunks straight phone go http gotbabes co uk subscriptions,1
 dear know lt gt th lt gt th birthday loving gopalettan planning give small gift day like participate welcome please contact admin team details,0
 k k tomorrow onwards started ah,0
 u talking bout early morning almost noon,0
 fine remember,0
 hi babe jordan r u im home abroad lonely text back u wanna chat xxsp visionsms com text stop stopcost p,1
 ok many buy,0
 sounds good keep posted,0
 get brand new mobile phone agent mob plus loads goodies info text mat,1
 ok april cant wait,0
 boy best get yo ass quick,0
 ay wana meet sat wkg sat,0
 wait till bus pick,0
 apart one told yesterday,0
 ok lor buy wat,0
 somebody go andros steal ice,0
 know msg recently,0
 take us shopping mark distract isaiah,0
 mum hope great day hoping text meets well full life great day abiola,0
 sense foot penis,0
 okay thought expert,0
 deep sigh miss really surprised gone net cafe yet get miss,0
 thinl role like sachin standing others hit,0
 great trip india bring light everyone project everyone lucky see smile bye abiola,0
 importantly discuss u,0
 k k training process,0
 ok lor ned go toa payoh return smth u wan send wat,0
 da car park,0
 wish holding tightly making see important much mean much need life,0
 asked anthony dad bf,0
 wnevr wana fal luv vth books bed fals luv vth yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,0
 today sunday sunday holiday work,0
 going take bath ill place key window,0
 lord rings return king store reply lotr june chance win lotr soundtrack cds stdtxtrate reply stop end txts,1
 dear take care reaching home love u lot,0
 staff science nus edu sg phyhcmk teaching pc,0
 emigrated something ok maybe bit hopeful,0
 olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,0
 walked moms right stagwood pass right winterstone left victors hill address lt gt,0
 yo jp hungry like mofo,0
 creepy crazy,0
 ok din get ur msg,0
 tessy pls favor pls convey birthday wishes nimya pls dnt forget today birthday shijas,0
 pathaya enketa maraikara pa,0
 even friend priest call,0
 u lousy run already come back half dead hee,0
 said bad dat e gals know u wat u,0
 remind hrs,0
 hoping would send message rent due dont enough reserves completely gone loan need hoping could balance lt gt way could get till mid march hope pay back,0
 hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,0
 hello hun ru way im good dates guy met walkabout far meet soon hows everyone else,0
 lol gonna last month cashed left lt gt case collecting week cause announced blog,0
 good luck draw takes place th feb good luck removal send stop customer services,1
 short cute good person dont try prove gud mrng,0
 decided yet eh,0
 wat time liao still got,0
 yes watching footie worried going blow phil neville,0
 wait inside da car park,0
 uncle abbey happy new year abiola,0
 free call pa,0
 r u saying order slippers cos pay returning,0
 stop knowing well,0
 good evening roger,0
 small problem auction punj asking tiwary,0
 free entry weekly comp chance win ipod txt pod get entry std txt rate c apply details,1
 telling tell one treat hi hi hi,0
 uncles atlanta wish guys great semester,0
 st wk free gr tones str u wk txt nokia classic nokia tones hit polys nokia p poly p,1
 u coming pick,0
 thats cool liked photos sexy,0
 would u fuckin believe didnt know thurs pre booked cancelled needs b sacked,0
 haha better late ever way could swing,0
 ok finish,0
 lookatme thanks purchase video clip lookatme charged p think better send video mmsto,1
 barred b q stores life twat orange dungerees came asked wanted decking got first punch,0
 messages food,0
 ok going sleep hope meet,0
 wat makes people dearer de happiness dat u feel u meet de pain u feel u miss dem,0
 let know details fri u find cos tom fri mentionned chinese thanks,0
 right think,0
 wat r u,0
 ur lecture,0
 sexy sexy cum text im wet warm ready porn u fun msg free recd msgs p inc vat cancel text stop,1
 customer place call,0
 planned yet going join company jan know happen,0
 boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl love u kano,0
 haha heard text around,0
 get tomorrow send,0
 shit babe thasa bit messed yeh shudvetold u urgran know neway illspeak u moro wen im asleep,0
 oh thats late well good night give u call tomorrow iam going go sleep night night,0
 cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound likeyour havin gr fun j keep updat countinlots loveme xxxxx,0
 sorry meeting call later,0
 yo howz u girls never rang india l,0
 yeah worse,0
 hard live chat p min choose girl connect live call cheap chat uk biggest live service vu bcm wc n xx,1
 tagged friends seemed count friends,0
 heard u call rude chat private line cum wan c pics gettin shagged text pix end send stop sam xxx,1
 ok,0
 long time remember today,0
 havent shopping lor juz arrive,0
 thank u better work cause feel used otherwise,0
 challenge know,0
 much ur hdd casing cost,0
 mystery solved opened email sent another batch sweetie,0
 describe lucky actually awake noon,0
 nd time tried contact u u prize claim call b cs stop sms ppm,1
 today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault basically good,0
 cheers card time year already,0
 hot live fantasies call p per min ntt ltd po box croydon cr wb k,1
 people see msgs think iam addicted msging wrong bcoz know iam addicted sweet friends bslvyl,0
 ugh hopefully asus ppl dont randomly reformat,0
 seen facebook huh lol,0
 mah b pick tomorrow,0
 still otside le u come morrow maga,0
 u still plumbers tape wrench could borrow,0
 dear voucher holder claim weeks offer pc please go http www e tlp co uk reward ts cs apply,1
 vl bcum difficult,0
 ur going bahamas callfreefone speak live operator claim either bahamas cruise cash opt txt x,1
 havent still waitin usual come back sch oredi,0
 meeting da call,0
 k k watch films,0
 cinema plus drink appeal tomo fr thriller director like mac,0
 size elephant tablets u shove um ur ass,0
 many people seems special first sight remain special till last sight maintain till life ends take cr da,0
 parents kidz friends n colleagues screaming surprise waiting sofa naked,0
 dunno juz askin cos got card got salon called hair sense tot da one cut ur hair,0
 good morning pookie pie lol hope wake u,0
 maybe woke fucking problem,0
 happy birthday dear lots love rakhesh nri,0
 howz persons story,0
 nd time tried contact u u pound prize claim easy call p per min bt national rate,1
 x lt gt going get,0
 hi neva worry bout da truth coz truth lead ur heart least unique person like u deserve sleep tight morning,0
 ur awarded city break could win summer shopping spree every wk txt store skilgme tscs winawk age perwksub,1
 ur paper today e morn aft,0
 lick every drop ready use mouth well,0
 expect whenever text hope goes well tomo,0
 great p diddy neighbor comes toothpaste every morning,0
 av new number wil u use one ta,0
 poking man everyday teach canada abi saying hi,0
 lor change suntec wat time u coming,0
 de seeing online shop asked,0
 curious cuz asked,0
 nice nice working,0
 okay lor wah like def wont let us go haha say terms conditions,0
 haha yup hopefully lose kg mon hip hop go orchard weigh,0
 good r u working,0
 oh yes little weather kind coccooning home,0
 home also,0
 phone weirdest auto correct,0
 oops phone died even know yeah like better,0
 havent mus ask u st wat meet lunch den u n meet already lor u wan go ask da ge st confirm w asap,0
 said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife,0
 oh yeah hav great time newquay send postcard look girls im gone u know im talkin bout xx,0
 got divorce lol,0
 ur pin,0
 babe got enough money pick bread milk give back get home,0
 want snow freezing windy,0
 urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,1
 come mahal bus stop lt decimal gt,0
 know week going tirunelvai da,0
 baby promise treat well bet take good care,0
 like hotel dusk game think solve puzzles area thing,0
 thanks ringtone order reference number x mobile charged tone arrive please call customer services,1
 hi love goes day fuck morning woke dropped cell way stairs seems alright phews miss,0
 well must pain catch,0
 sorry da thangam mistake,0
 need coz never go,0
 rose red red blood blood heart heart u u send tis ur friends including u like u get back u r poor relation u need support u r frnd many luvs u praying god marry u try,0
 wife knew time murder exactly,0
 six chances win cash pounds txt csh send cost p day days tsandcs apply reply hl info,1
 ur cash balance currently pounds maximize ur cash send collect p msg cc po box tcr w,1
 feel like dick keep sleeping texts facebook messages sup town,0
 plm come da way,0
 guess wants alone time could show watch,0
 height recycling read twice people spend time earning money money spent spending time good morning keep smiling,0
 yup comin,0
 yes princess toledo,0
 aight text back mu swing need somebody get door,0
 ron say fri leh n said ding tai feng cant make reservations said wait lor,0
 good swimsuit allowed,0
 okay soon best,0
 cute thought friendship necessary share every secret ur close frnd watever u shared true,0
 ok sent u da latest version da project,0
 good morning dear great amp successful day,0
 pls accept one day begging change number,0
 squeeeeeze christmas hug u lik frndshp den hug back u get u r cute u r luvd u r lucky none people hate u,0
 ok anybody asks abt u tel p,0
 funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn teaches hw choose wife natural disasters happens,0
 gonna ring weekend wot,0
 also track lighters find,0
 sorry help,0
 babe need advice,0
 leave around four ok,0
 come medical college pm forward da,0
 k k good going,0
 make lasagna vodka,0
 hi kate u give ring asap xxx,0
 people tour thought sofa thing sent curious sugar,0
 told going got drunk,0
 fucking chickened messaged would late woould buzz hear word,0
 congratulations thanks good friend u xmas prize claim easy call p per minute bt national rate,1
 always looking excuse city,0
 yup still coffee wif frens fren drove give lift,0
 shore takin bus,0
 u gonna get deus ex,0
 send email mind lt gt times per night,0
 want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,1
 tap spile seven pub gas st broad st canal ok,0
 ok come n pick u engin,0
 never wanted tell short edge late,0
 raviyog peripherals bhayandar east,0
 k actually guys meet sunoco howard right way,0
 new voicemail please call,1
 moon come color dreams stars make musical sms give warm peaceful sleep good night,0
 finished eating got u plate leftovers time,0
 thanx lot,0
 hurry home u big butt hang last caller u food done starving ask cooked,0
 lol right diet everyday cheat anyway meant fatty,0
 great day beautiful one,0
 happened interview,0
 solve case man found murdered lt decimal gt lt gt afternoon wife called police police questioned everyone wife sir sleeping murder took place cook cooking gardener picking vegetables house maid went post office children went play neighbour went marriage police arrested murderer immediately reply reason u r brilliant,0
 badrith chennai surely pick us competition,0
 tot group mate lucky havent reply wat time need leave,0
 hey around got enough half ten owe,0
 hey tmr maybe meet yck,0
 alrite sam nic checkin ur number b,0
 making easy pay back lt gt yrs say pay back earlier get,0
 worry sure get,0
 gas station like block away house drive right since armenia ends swann take howard,0
 someone u know asked dating service contact cant guess call revealed pobox ls hb p,1
 camera awarded sipix digital camera call fromm landline delivery within days,1
 tuition hm go one mind,0
 smoking people use wylie smokes much justify ruining shit,0
 dear good morning feeling dear,0
 little meds say take every hours pain back took another hope die,0
 beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning,0
 dunno lei decide lor abt leona oops tot ben going n msg,0
 hi moved pub would great c u u cud come,0
 todays voda numbers ending selected receive award hava match please call quoting claim code standard rates app,1
 message free welcome new improved sex dogging club unsubscribe service reply stop msgs p,1
 honeybee said sweetest world god laughed amp said wait u havnt met person reading msg moral even god crack jokes gm gn ge gn,0
 ever easier,0
 rct thnq adrian u text rgds vatian,1
 stop calling everyone saying might cancer throat hurts talk answering everyones calls get one call babysitting monday,0
 tough,0
 im gonnamissu much would say il send u postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract luv yaxx,0
 ee msg na poortiyagi odalebeku hanumanji name hanuman bajarangabali maruti pavanaputra sankatmochan ramaduth mahaveer ee name lt gt janarige ivatte kalisidare next saturday olage ondu good news keluviri maretare inde dodda problum nalli siguviri idu matra lt gt true neglet,0
 hi darlin finish u pick meet text back number luv kate xxx,0
 set place heart mind mind easily forgets heart always remember wish happy valentines day,0
 surprised still guess right lor,0
 okie wan meet bishan cos bishan driving today,0
 oh ho first time u use type words,0
 hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u,0
 know serving mean,0
 huh hyde park mel ah opps got confused anyway tt e best choice den juz take,0
 oh gei happend tron maybe ill dl,0
 free message activate free text messages replying message word free terms conditions visit www com,1
 know girls always safe selfish know got pa thank good night,0
 worries hope photo shoot went well spiffing fun workage,0
 freezing craving ice fml,0
 kay since already,0
 eh sorry leh din c ur msg sad already lar watching tv u still office,0
 yo im right yo work,0
 ok darlin supose ok worry much film stuff mate babysit call xx,0
 said u mind go bedroom minute ok sed sexy mood came minuts latr wid cake n wife,0
 wake since checked stuff saw true available spaces pls call embassy send mail,0
 nope juz work,0
 huh fast dat means u havent finished painting,0
 number u live,0
 put party days week study lightly think need draw custom checkboxes know hardcore,0
 sac score big hundred set batsman,0
 send yetty number pls,0
 much cost approx per month,0
 ok theory test going book think may coz thought wanna go jiayin isnt free,0
 contacted dating service someone know find call land line pobox w tg p,1
 fine give call knows wants questions,0
 sorry got late start way,0
 u go back urself lor,0
 gas station go,0
 k u bored come home,0
 babe love covers face kisses,0
 like made throw smoking friend car one time awesome,0
 still checked da,0
 go walmart stay,0
 forgotten might couple bucks send tomorrow k love ya,0
 oh great disturb talk,0
 reverse cheating mathematics,0
 u welcome caught u using broken english,0
 problem baby good time talk called left message,0
 sorry call later,0
 oh brand,0
 sorry cant take call right happens r waxsto wat want come ill get medical insurance able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance,0
 time coming,0
 call say coming today ok tell fool like ok,0
 emailed yifeng part oredi get fr,0
 r u sure understand wine good idea slurp,0
 minimum walk miles day,0
 ok problem get taxi c ing tomorrow tuesday tuesday think r going cinema,0
 brainless baby doll vehicle sariyag drive madoke barolla,0
 run away frm u walk slowly amp kills u care enough stop,0
 sorry missed call let talk time,1
 please attend phone,0
 hate call didnt accept even single call mine even messaged,0
 messages phone holding,0
 free,0
 yo trip got postponed still stocked,0
 sorry call later,0
 waiting call sir,0
 hey reply pa,0
 hey elaine today meeting still,0
 sorry gone place tomorrow really sorry,0
 tiime let hug break tears,0
 tomorrow going theatre come wherever u call tell come tomorrow,0
 electricity went fml,0
 looks like found something smoke great job,0
 also andros ice etc etc,0
 good afternon love today hope good maybe interviews wake miss babe passionate kiss across sea,0
 yup wun believe wat u really neva c e msg sent shuhui,0
 hows watch resizing,0
 dear umma called,0
 finished missing plenty,0
 complimentary star ibiza holiday cash needs urgent collection landline lose box sk wp ppm,1
 well meant opposed drunken night,0
 k must book huh going yoga basic sunday,0
 free msg billed mobile number mistake shortcode please call charges refunded call free bt landline,1
 ok,0
 oops mum somerset bit far back tomo see soon x,0
 u workin overtime nigpun,0
 kallis dismissial nd test,0
 guess got screwd,0
 please call immediately urgent message waiting,1
 meeting call later,0
 r u cooking dinner,0
 ok thanx,0
 bull plan go floating ikea without care world live mess another day,0
 buy,0
 urgent mobile number awarded bonus caller prize call land line valid hrs,1
 heehee funny tho,0
 simple arithmetic percentages,0
 yeah leave hour least sound,0
 valued customer pleased advise following recent review mob awarded bonus prize call,1
 thanks honey great day,0
 amazing quote sometimes life difficult decide whats wrong lie brings smile truth brings tear,0
 good night dear sleepwell amp take care,0
 ask dad pick lar wan stay meh,0
 jus chillaxin,0
 hey das cool iknow wellda peril studentfinancial crisis spk u l r,0
 beautiful truth gravity read carefully heart feels light someone feels heavy someone leaves goodmorning,0
 want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,1
 whats coming hill monster hope great day things r going fine busy though,0
 joy father john john joy father u ans ths hav lt gt iq tis ias question try answer,0
 ill obey,0
 didnt search online let know,0
 need go get,0
 pic please send,0
 remains bro amongst bros,0
 uhhhhrmm isnt tb test bad youre sick,0
 haf enuff space got like mb,0
 life never much fun great came made truly special forget enjoy one gbp sms,1
 want new video phone anytime network mins inclusive video calls downloads per week free deltomorrow call reply,1
 valued customer pleased advise following recent review mob awarded bonus prize call,1
 welcome please reply age gender begin e g,1
 freemsg month unlimited free calls activate smartcall txt call subscriptn gbp wk unlimited calls help stop txt stop landlineonly,1
 mobile mths update latest orange camera video phones free save free texts weekend calls text yes callback orno opt,1
 new club dont fink met yet b gr c u please leave msg day wiv ur area reply promised carlie x calls minmobsmore lkpobox hp fl,1
 true easier,0
 sure since parents working tuesday really need cover story,0
 haha okay today weekend leh,0
 hi darlin youphone im athome youwanna chat,0
 know jack shit anything say ask something helpful want pretend text whatever response hypotheticalhuagauahahuagahyuhagga,0
 always brainy one,0
 yeah get random dude need change info sheets party lt gt never study safe,0
 camera awarded sipix digital camera call fromm landline delivery within days,1
 christmas occasion celebrated reflection ur values desires affections amp traditions ideal christmas,0
 sending greetings joy happiness gr evening,0
 hi darlin cantdo anythingtomorrow myparents aretaking outfor meal u free katexxx,0
 india win level series means record,0
 plan,0
 good hear,0
 awesome deal gate charles told last night uh yeah,0
 time thinkin goin,0
 get free mobile video player free movie collect text go free extra films ordered c apply yrs,1
 save money wedding lingerie www bridal petticoatdreams co uk choose superb selection national delivery brought weddingfriend,1
 board working fine issue overheating also reslove still software inst pending come around clock,0
 yes care cause know,0
 wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,0
 mon okie lor haha best cheap n gd food la ex oso okie depends whether wana eat western chinese food den u prefer,0
 sitting ard nothing lor u leh busy w work,0
 lt gt k oh send home sale,0
 sorry mail,0
 ya telling abt tht incident,0
 yes outside like hours called whole family wake cause started,0
 ugh got outta class,0
 nowadays people notixiquating laxinorficated opportunity bambling entropication ever oblisingately opted ur books masteriastering amplikater fidalfication champlaxigating think atrocious wotz ur opinion junna,0
 dont file bag work called tell find anything room,0
 need lar jus testing e phone card dunno network gd thk waiting sis finish bathing bathe dun disturb u liao u cleaning ur room,0
 ok right later,0
 friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni,0
 lunch come quickly open door,0
 heard u call night knickers make beg like u last time xx luv nikiyu net,1
 back bit long cos accident divert via wadebridge brilliant weekend thanks speak soon lots love,0
 k yan jiu liao sat go bugis vill one frm den hop parco nb sun go cine frm den hop orc mrt hip hop,0
 bloomberg message center wait apply future http careers bloomberg com,1
 seeking lady street freak sheets,0
 phone,0
 haha figures well found piece priscilla bowl,0
 actually fuck whatever find excuse tampa point january though,0
 urgent trying contact u todays draw shows prize guaranteed call land line claim valid hrs,1
 yay finally lol missed cinema trip last week,0
 day working day except saturday sunday,0
 aathi dear,0
 heart empty without love mind empty without wisdom eyes r empty without dreams amp life empty without frnds alwys touch good night amp sweet dreams,0
 think waiting bus inform get ever get,0
 getting back time soon,0
 things quick question,0
 night ended another day morning come special way may smile like sunny rays leaves worries blue blue bay gud mrng,0
 probably come everybody done around lt gt right,0
 got new year cos yetunde said wanted surprise didnt see money returned mid january lt gt day return period ended,0
 ask around lot terms mids,0
 sure check yahoo email sent photos yesterday,0
 looking,0
 wherre boytoy,0
 want new video phone anytime network mins text five pounds per week call reply delivery tomorrow,1
 hello love goes day wish well fine babe hope find job prospects miss boytoy teasing kiss,0
 tell bad character u dnt lik try change lt gt add tat new year resolution waiting ur reply frank good morning,0
 got rumour going buy apartment chennai,0
 yeah probably earlier,0
 change windows logoff sound,0
 still checked da,0
 also came room,0
 huh got lesson lei n thinkin going sch earlier n tot parkin kent vale,0
 ok,0
 reach office around lt decimal gt amp mobile problem cann get voice call asa free,0
 cool text head,0
 contacted dating service someone know find call land line pobox w tg p,1
 wan win meet greet westlife u currently tour unbreakable untamed unkempt text cost p std text,1
 happy birthday may u find ur prince charming soon n dun work hard,0
 oh grand bit party mention cover charge probably first come first served,0
 said went back bed sleep anything,0
 hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,0
 dorothy kiefer com bank granite issues strong buy explosive pick members nasdaq symbol cdgt per,1
 says lt gt year old man money last lt gt still waiting check,0
 come ur home,0
 free day finish mon n thurs,0
 food,0
 life alle mone eppolum oru pole allalo,0
 nite,0
 two fundamentals cool life walk like king walk like dont care whoever king gud nyt,0
 camera quite good mega pixels optical digital dooms lovely holiday safe hope hav good journey happy new year see couple weeks,0
 hi petey noi ok wanted chat coz avent spoken u long time hope ur doin alrite good nit js love ya x,0
 saw ron burgundy captaining party boat yeah,0
 serious money base,0
 already one guy loving,0
 staff placement training amrita college,0
 always chat fact need money raise,0
 job profile seems like bpo,0
 well give cos said one nighters persevered found one cheap apologise advance somewhere sleep isnt,0
 think actually talk call boss morning went place last year told could go get car fixed cheaper kept telling today much hoped would come back always regretted getting number etc,0
 willing go apps class,0
 hanging brother family,0
 reach telling dont know,0
 hey going quit soon xuhui working till end month,0
 im sorry bout last nite ur fault spouse pmt sumthin u give think u shldxxxx,0
 try neva mate,0
 yeah pretty much best case scenario,0
 free today haf pick parents tonite,0
 hey babe far spun spk da mo dead da wrld sleeping da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x,0
 send naughty pix,0
 winner guaranteed caller prize final attempt contact claim call ppmpobox bhamb xe,1
 xmas new years eve tickets sale club day till pm thurs fri sat night week selling fast,1
 tyler getting th leave long get like hour,0
 prepare pounded every night,0
 actually mobile full msg work online need send lt gt sent msg wil explain u later,0
 sorry call later,0
 good evening,0
 home please call,0
 oic cos n sis got lunch today dad went dunno whether eat sch wat,0
 mmmmm sooooo good wake words morning love mmmm fuck love lion devouring kiss across sea,0
 pleased inform application airtel broadband processed successfully installation happen within days,0
 happen dear silent tensed,0
 get unless guys want come time sooner,0
 coughing nothing,0
 come lt n pass lar,0
 e person e sms survey,0
 lol ok ill try send warned sprint dead slow prolly get tomorrow,0
 thank meet monday,0
 th gower mate r u man good wales ill b back morrow c u wk msg random,0
 rock yr chik get filthy films xxx pics yr phone rply filth saristar ltd e yt p per days stop cancel,1
 single line big meaning miss anything ur best life miss ur best life anything gud nyt,0
 got like lt gt get later though get whatever feel like,0
 dad wanted talk apartment got late start omw,0
 love,0
 lol u still feeling sick,0
 din tell u jus,0
 eyes philosophy,0
 next month get upto calls ur standard network charge activate call c wire net st terms pobox uz cost min mobcudb,1
 ok lor town lei,0
 already sabarish asked go,0
 da vijay going talk jaya tv,0
 urgent trying contact u todays draw shows prize guaranteed call land line claim j po box c pm,1
 lol know hey someone great inpersonation flea forums love,0
 text banneduk see cost p textoperator g ga xxx,1
 still chance search hard get let try,0
 auction round highest bid next maximum bid bid send bids e g bid good luck,1
 always celebrate ny family,0
 know taj mahal symbol love lesser known facts mumtaz shahjahan th wife wifes shahjahan killed mumtaz husband marry mumtaz died lt gt th delivery married mumtaz sister question arises hell love great hari,0
 ok come home vl nice meet v chat,0
 collect valentine weekend paris inc flight hotel prize guaranteed text paris www rtf sphosting com,1
 sent de webadres geting salary slip,0
 fine sends greetings,0
 customer loyalty offer new nokia mobile txtauction txt word start get ctxt tc p mtmsg,1
 dint touch,0
